RMSE,MAE,R2,Inference Time
30352.879291457277,11143.46438937927,0.9474995058106351,0.0008156202560247377
29407.340712208235,10941.192099822907,0.950719499665414,0.0008143138053805329
29394.3222284597,10667.56968380383,0.950763122473193,0.000857221525768901
28891.179114141058,10194.850915293335,0.9524342733913307,0.0008103646511255308
29852.46815695253,10503.377947479637,0.9492163292479066,0.0008131854755933894
28963.65064057358,10533.205437290433,0.9521953434202196,0.0008499192637066509
29658.821291293196,11037.572161832126,0.9498730389525256,0.0008229987565861192
30239.45427767038,10840.008734673773,0.9478911485875524,0.0009205909662468489
28783.903225937876,11290.072810229905,0.9527868503637102,0.000954718783844349
29650.436772632787,10646.579172118749,0.9499013766284113,0.0010351178257964379
30044.03824018642,11381.75134369399,0.9485624571858251,0.0008373385251954545
29737.473148097633,10764.78749128098,0.9496068243136542,0.000984947348749915
30215.56738652248,10861.81478307311,0.9479734402078437,0.0009608040022295575
29933.691348013777,10831.28028167949,0.9489396068539195,0.0009557694889778315
28134.080111020838,10347.367323915842,0.9548945477728474,0.0010472113309904587
28699.079917825096,10449.955233697281,0.9530647052931838,0.0009587303150531858
28722.78073729739,10759.087755016008,0.9529871512891107,0.0010260045528411865
31324.049196577584,10852.451614009367,0.9440861500495883,0.0008496052997056828
28848.593307151517,10489.582963965011,0.9525743944955497,0.0009500689284746037
28014.862930890587,10626.254554824547,0.9552760034057718,0.0009873447030089623
26949.501931954077,10268.744506819816,0.9586128912487116,0.0009128929570663807
28157.73376262132,10444.136673577203,0.9548186713163698,0.0009434230105821477
28858.671599264406,10794.287108408402,0.9525412523183651,0.0010456387386765591
30419.54064286783,10790.93699227382,0.9472686481737616,0.0009251327015632807
30296.392619860122,10824.797108293324,0.9476947306970005,0.0008398190487262815
28401.816597202134,10550.758550533208,0.9540319755947234,0.0008447142534477766
30547.640570731495,10819.054247644986,0.9468235983809744,0.0008715959482414778
29705.198109872374,10458.550006140073,0.9497161516293063,0.0008056794488152792
28592.14725760649,10462.562043259684,0.9534138151395538,0.0008950261182563249
29465.74564966818,11121.726196296262,0.9505235565680046,0.0008991173533506172
29753.03123267678,10528.621607301564,0.9495540810036759,0.000910183024960895
29326.20717454487,10491.889838592451,0.9509910499427259,0.0010309538175893385
